"extensionAttribute9","sAMAccountName","mail","cn","managedBy","description","displayName","groupType","whenCreated"
"HKKWN200","WSP-KTN24-11355550276","WSP-KTN24@wsp.com","WSP-KTN24","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-KTN24","8","11/6/2021 15:31:52"
"HKKWN200","HK - Project - WH50213A(Tsing Yi Town 190)","WH50213A@wspgroup.com.hk","HK - Project - WH50213A(Tsing Yi Town 190)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - WH50213A(Tsing Yi Town 190)","8","21/10/2016 19:13:20"
"HKKWN200","Asia-PB-HKG-2520288A-PM","Asia-PB-HKG-2520288A-PM@wsp.com","Asia-PB-HKG-2520288A-PM","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"Asia-PB-HKG-2520288A-PM","8","7/2/2020 16:25:51"
"HKKWN200","HK MEP 1C - M2","HK_MEP_1C-M2@wsp.com","HK MEP 1C - M2","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK MEP 1C - M2","HK MEP 1A - M3","8","9/1/2018 15:26:33"
"HKKWN200","CN - Project - WP63067 - FC","WSPWP63067FC@wspgroup.com.cn","CN - Project - WP63067 - FC",,"CN - Project - WP63067 - FC(SHANGHAI RESIDENCE COMMUNITY)","CN - Project - WP63067 - FC","8","21/3/2017 12:07:20"
"HKKWN200","PBA-P3-WF-PD","PBA-P3-WF-PD@pbworld.com","PBA-P3-WF-PD",,,"PBA-P3-WF-PD","8","28/6/2013 16:42:35"
"HKKWN200","PBA-GHK","PBA-GHK@pbworld.com","PBA-GHK","CN=Tsui\, Kwok-Fai (tsui.kf),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PBA-GHK","8","22/8/2013 11:37:41"
"HKKWN200","PB-CWB","PB-CWB@pbworld.com","PB-CWB",,,"PB-CWB","8","1/4/2014 9:17:05"
"HKKWN200","WSP-ZTE-CUG-1-980569470","WSP-ZTE-CUG@wsp.com","WSP-ZTE-CUG","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-ZTE-CUG","8","23/9/2021 15:00:46"
"HKKWN200","Team-E4","Team-E4@wsp.com","Team-E4","CN=Tong\, Jenny (tong.jenny),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","Team-E4","Team-E4","8","25/6/2020 12:44:21"
"HKKWN200","HK - Project - J2446 - EM","WSPJ2446EM@WSPGroup.com.hk","HK - Project - J2446 - EM","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2446 - EM","8","21/10/2016 19:05:52"
"HKKWN200","CN - China - All EM Staff","CN-China-AllEMStaff@WSPGroup.com","CN - China - All EM Staff",,,"CN - China - All EM Staff","8","21/10/2016 18:56:47"
"HKKWN200","CN - Project - J20909 - ZB(350m Highrise Tower)","WSPJ20909ZB@WSPGroup.com.cn","CN - Project - J20909 - ZB(350m Highrise Tower)",,,"CN - Project - J20909 - ZB(350m Highrise Tower)","8","21/10/2016 18:59:02"
"HKKWN200","PBA-Wuhan-Changhong","PBA-Wuhan-Changhong@pbworld.com","PBA-Wuhan-Changhong","CN=Lam\, Herbert (lam.herbert),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PBA-Wuhan-Changhong","8","13/12/2012 11:39:15"
"HKKWN200","HKG-2514157A-CE59","GRP-HK-2514157A@wsp.com","HKG-2514157A-CE59","CN=Lau\, Shirley (Shirley.Lau),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","SCTASK0249639","HKG-2514157A-CE59","8","20/1/2023 9:01:03"
"HKKWN200","PBA_TSWH","PBA_TSWH@pbworld.com","PBA_TSWH",,,"PBA_TSWH","8","27/5/2013 12:29:29"
"HKKWN200","WSPSG-KWFS","WSPSG-KWFS@wsp.com","WSPSG-KWFS","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","SCTASK0116257","WSPSG-KWFS","8","18/10/2022 16:50:21"
"HKKWN200","CN - Project - J21309 - FC(Hangzhou Huawei)","WSPJ21309FC@WSPGroup.com.cn","CN - Project - J21309 - FC(Hangzhou Huawei)",,,"CN - Project - J21309 - FC(Hangzhou Huawei)","8","21/10/2016 19:00:51"
"HKKWN200","PBA-SHHB","PBA-SHHB@pbworld.com","PBA-SHHB","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PBA-SHHB","8","22/7/2013 9:32:01"
"HKKWN200","HK - Project - WH67003A - CS","WSPWH67003ACS@wspgroup.com.hk","HK - Project - WH67003A - CS","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK - Project - WH67003A - CS(Homantin P1 Property Development)","HK - Project - WH67003A - CS","8","3/4/2017 11:45:04"
"HKKWN200","WSP-BS-FDG","WSP-BS-FDG@wsp.com","WSP-BS-FDG","CN=Yang\, Shalina (yang.shalina),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-BS-FDG","8","16/4/2025 13:42:25"
"HKKWN200","PnBHK-EL-Comto","PnBHK-EL-Comto@wsp.com","PnBHK-EL-Comto","CN=Mui\, Roy (mui.roy),OU=Disabled Users,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PnBHK-EL-Comto","8","10/9/2019 10:52:02"
"HKKWN200","HK - Project - J2886 - EM(KT_SOU)","WSPJ2886EMKT_SOU@WSPGroup.com.hk","HK - Project - J2886 - EM(KT_SOU)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2886 - EM(KT_SOU)","8","21/10/2016 19:09:14"
"HKKWN200","PBA-TJ-CTF","PBA-TJ-CTF@pbworld.com","PBA-TJ-CTF",,,"PBA-TJ-CTF","8","4/12/2009 10:36:04"
"HKKWN200","PB-RCCQ","PB-RCCQ@pbworld.com","PB-RCCQ","CN=Sung\, Michael (sung.michael),OU=Disabled Users,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PB-RCCQ","8","29/5/2012 10:27:26"
"HKKWN200","WSP-CSG-WPMQ","WSP-CSG-WPMQ@wsp.com","WSP-CSG-WPMQ","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-CSG-WPMQ","8","16/12/2021 15:17:50"
"HKKWN200","Innocell PPC WSP","WH67010A@wsp.com","WSPHK - Project - WH67010A - CS",,"HK - Project - WH67010A - CS (HKSTP-CA243)","Innocell PPC WSP","8","22/10/2017 22:11:03"
"HKKWN200","Asia-HKG-CX-NITSR","Asia-HKG-CX-NITSR@wsp.com","Asia-HKG-CX-NITSR","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","Asia-HKG-CX-NITSR@wsp.com","Asia-HKG-CX-NITSR","8","7/8/2017 10:16:05"
"HKKWN200","CN - Project - J20740 - ZB(Dong Guang)","WSPJ20740ZB@WSPGroup.com.cn","CN - Project - J20740 - ZB(Dong Guang)",,,"CN - Project - J20740 - ZB(Dong Guang)","8","21/10/2016 18:58:19"
"HKKWN200","Wsp-pbpc","Wsp-pbpc@wsp.com","Wsp-pbpc","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"Wsp-pbpc","8","9/8/2023 19:16:51"
"HKKWN200","HK - Project - J2430 - EM - Ocean Park","WSPJ2430EM@WSPGroup.com.hk","HK - Project - J2430 - EM - Ocean Park",,,"HK - Project - J2430 - EM - Ocean Park","8","21/10/2016 19:05:32"
"HKKWN200","ASIA-HKG-WSP-BKKSuperT","WSP-BKKSuperT@pbworld.com","ASIA-HKG-WSP-BKKSuperT","CN=Kwok\, Danil (kwok.danil),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","ASIA-HKG-WSP-BKKSuperT","ASIA-HKG-WSP-BKKSuperT","8","27/4/2017 15:29:13"
"HKKWN200","SZ_Bay-Urban_Design","SZ_Bay-Urban_Design@wsp.com","SZ Bay-Urban Design",,"SZ_Bay-Urban_Design","SZ Bay-Urban Design","8","9/10/2018 16:03:38"
"HKKWN200","HK - Project - J2962 - CS(Hope Hospital)","WSPJ2962CS@WSPGroup.com.hk","HK - Project - J2962 - CS(Hope Hospital)","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2962 - CS(Hope Hospital)","8","21/10/2016 19:10:15"
"HKKWN200","CN - Project - J20970 - EM(Huawei Town House)","WSPJ20970EM@WSPGroup.com.cn","CN - Project - J20970 - EM(Huawei Town House)",,,"CN - Project - J20970 - EM(Huawei Town House)","8","21/10/2016 18:59:22"
"HKKWN200","Asia-HKG-2520122A","Asia-HKG-2520122A@pbworld.com","Asia-HKG-2520122A","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"Asia-HKG-2520122A","8","16/5/2013 10:36:26"
"HKKWN200","PB-TKO-DataCentre-STL","PB-TKO-DataCentre-STL@pbworld.com","PB-TKO-DataCentre-STL","CN=Tsai\, Cary (tsai.cary),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PB-TKO-DataCentre-STL","8","27/1/2014 14:57:33"
"HKKWN200","GRP-HK-2509113A","GRP-HK-2509113A@wsp.com","GRP-HK-2509113A","CN=Yu\, Winnie (HKWY738585),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"GRP-HK-2509113A","8","23/5/2024 11:28:37"
"HKKWN200","WSP-MEP-HSBC-MKK","WSP-MEP-HSBC-MKK@wsp.com","WSP-MEP-HSBC-MKK","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-MEP-HSBC-MKK","8","30/5/2025 15:21:50"
"HKKWN200","China-Structural-Hongkong","China-Structural-Hongkong@pbworld.com","China-Structural-Hongkong",,,"China-Structural-Hongkong","8","8/1/2015 15:32:49"
"HKKWN200","HK - Project - J3047 - EM(Lyric Theatre)","WSPJ3047EM@WSPGroup.com.hk","HK - Project - J3047 - EM(Lyric Theatre)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J3047 - EM(Lyric Theatre)","8","21/10/2016 19:10:52"
"HKKWN200","PB-Mega2-MEP","PB-Mega2-MEP@pbworld.com","PB-Mega2-MEP","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","PB-Mega2-MEP","PB-Mega2-MEP","8","18/5/2016 13:55:37"
"HKKWN200","PBA_STRC_MME","PBA_STRC_MME@pbworld.com","PBA_STRC_MME","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","PBA_STRC_MME","PBA_STRC_MME","8","20/7/2016 11:07:48"
"HKKWN200","WSP-LINK","WSP-LINK@wsp.com","WSP-LINK","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-LINK","8","8/8/2019 9:10:45"
"HKKWN200","HK - Project - J2334 - EM - ASD REG2 (NT)","WSPJ2334EM.ASD094T3@WSPGroup.com.hk","HK - Project - J2334 - EM - ASD REG2 (NT)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2334 - EM - ASD REG2 (NT)","8","21/10/2016 19:05:02"
"HKKWN200","GRP-HK-2514178A","GRP-HK-2514178A@wsp.com","GRP-HK-2514178A","CN=Chung\, Ann (HKAC737293),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"GRP-HK-2514178A","8","14/5/2024 13:59:48"
"HKKWN200","PBA_TVB","PBA_TVB@pbworld.com","PBA_TVB","CN=Cheung\, Ricky (cheung.ricky),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PBA_TVB","8","22/10/2012 14:47:14"
"HKKWN200","HK - Project - J2672 - BM","WSPJ2672BM@WSPGroup.com.hk","HK - Project - J2672 - BM",,,"HK - Project - J2672 - BM","8","21/10/2016 19:07:27"
"HKKWN200","Team-RSS-Site","Team-RSS-Site@wsp.com","Team-RSS-Site",,"Team-RSS-Site","Team-RSS-Site","8","25/6/2020 13:05:31"
,"HKSUS-2","HKSUS-2@wsp.com","HKSUS-2","CN=Tin\, Cecilia (tin.cecilia),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HKSUS-2","8","22/1/2025 12:47:09"
"HKKWN200","WSP-TG-1-281951576","WSP-TG@wsp.com","WSP-TG","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-TG","8","12/1/2022 9:42:55"
"HKKWN200","ASIA-HKG-OCTSZ","ASIA-HKG-OCTSZ@wsp.com","ASIA-HKG-OCTSZ",,"ASIA-HKG-OCTSZ","ASIA-HKG-OCTSZ","8","27/6/2017 13:59:41"
,"WSP-BS-HA-MMC","WSP-BS-HA-MMC@wsp.com","WSP-BS-HA-MMC","CN=Tin\, Cecilia (tin.cecilia),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-BS-HA-MMC","8","14/3/2025 17:31:20"
"HKKWN200","HK - Project - J3236 - CS(SWD IRSC in Siu Lam)","WSPJ3236CS@WSPGroup.com.hk","HK - Project - J3236 - CS(SWD IRSC in Siu Lam)",,,"HK - Project - J3236 - CS(SWD IRSC in Siu Lam)","8","21/10/2016 19:12:43"
"HKKWN200","CN - Project - J20487 - EM(Strait Tower)","WSPJ20487EM@WSPGroup.com.cn","CN - Project - J20487 - EM(Strait Tower)",,,"CN - Project - J20487 - EM(Strait Tower)","8","21/10/2016 18:57:13"
"HKKWN200","CN - Project - J20788 - EM(Nanjing Centre)","WSPJ20788EM@WSPGroup.com.cn","CN - Project - J20788 - EM(Nanjing Centre)",,,"CN - Project - J20788 - EM(Nanjing Centre)","8","21/10/2016 18:58:38"
"HKKWN200","PBA Project 8271","pbaproject8271@pbworld.com","PBA Project 8271",,,"PBA Project 8271","8","21/11/2002 14:11:20"
"HKKWN200","AAPSA-Asia-CRM User Group","AAPSA-Asia-CRMUserGroup@pbworld.com","AAPSA-Asia-CRM User Group",,,"AAPSA-Asia-CRM User Group","8","17/4/2012 9:03:39"
"HKKWN200","HK - Project - WH50234A - BS (NKIL 6566 Kai Tak)","wspWH50234abs@wspgroup.com.hk","HK - Project - WH50234A - BS (NKIL 6566 Kai Tak)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK - Project - WH50234A - BS (NKIL 6566 Kai Tak)","HK - Project - WH50234A - BS (NKIL 6566 Kai Tak)","8","29/3/2017 15:55:32"
"HKKWN200","HK - Project - J2628 - EM - Hong Kong Cricket Club","WSPJ2628EMHKCC@wspgroup.com.hk","HK - Project - J2628 - EM - Hong Kong Cricket Club",,,"HK - Project - J2628 - EM - Hong Kong Cricket Club","8","21/10/2016 19:07:06"
"HKKWN200","HK-MEP3-AC1","HK-MEP3-AC1@wsp.com","HK-MEP3-AC1","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","SCTASK0277857","HK-MEP3-AC1","8","8/2/2023 12:37:23"
"HKKWN200","Civil-TC","Civil-TC@wsp.com","Civil-TC",,"Civil-TC","Civil-TC","8","10/9/2018 14:55:25"
"HKKWN200","WSP-BS-HSBC-Uni-2504359A-1-781241982","WSP-BS-HSBC-Uni-2504359A@wsp.com","WSP-BS-HSBC-Uni-2504359A",,,"WSP-BS-HSBC-Uni-2504359A","8","16/10/2020 15:34:36"
"HKKWN200","hkg-2512195A","hkg-2512195A@wsp.com","hkg-2512195A",,,"hkg-2512195A","8","11/9/2019 12:47:58"
"HKKWN200","HK - Project - WH50345A - BS (HKHA-Yuen Long South Site 2.2)","WSPWH50345ABS@wsp.com","HK - Project - WH50345A - BS (HKHA-Yuen Long South Site 2.2)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - WH50345A - BS(HKHA-Yuen Long South Site 2.2)","8","24/4/2023 14:26:11"
"HKKWN200","WSP-URA-BaileyStreet-11609281173","WSP-URA-BaileyStreet@wsp.com","WSP-URA-BaileyStreet","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-URA-BaileyStreet","8","11/11/2021 17:04:52"
"HKKWN200","CN - Project - J20547 - EM(Shimao Gulin Htl)","WSPJ20547EM@WSPGroup.com.cn","CN - Project - J20547 - EM(Shimao Gulin Htl)",,,"CN - Project - J20547 - EM(Shimao Gulin Htl)","8","21/10/2016 18:57:29"
"HKKWN200","WSP-NANSHA-UNIVERSITY","WSP-NANSHA-UNIVERSITY@wsp.com","WSP-NANSHA-UNIVERSITY",,"WSP-NANSHA-UNIVERSITY","WSP-NANSHA-UNIVERSITY","8","5/12/2019 16:37:13"
"HKKWN200","CN - Project - WP63062 - FC","wspwp63062fc@wspgroup.com.cn","CN - Project - WP63062 - FC",,"CN - Project - WP63062 - FC(SH L'AVENUE CENTER SUBCON)","CN - Project - WP63062 - FC","8","4/2/2017 10:24:21"
"HKKWN200","Asia-HKG-KTD-DCS","Asia-HKG-KTD-DCS@pbworld.com","Asia-HKG-KTD-DCS",,,"Asia-HKG-KTD-DCS","8","28/2/2011 9:45:06"
"HKKWN200","WSP-BS-TKOJUC","WSP-BS-TKOJUC@wsp.com","WSP-BS-TKOJUC","CN=Tin\, Cecilia (tin.cecilia),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-BS-TKOJUC","8","20/3/2023 11:36:27"
"HKKWN200","WSP-HKG-CambodiaWFC-2504343A","WSP-HKG-CambodiaWFC-2504343A@wsp.com","WSP-HKG-CambodiaWFC-2504343A",,,"WSP-HKG-CambodiaWFC-2504343A","8","20/3/2020 8:05:36"
"HKKWN200","HK - Project - J2207 - EM - TKOV","WSPJ2207EM@WSPGroup.com.hk","HK - Project - J2207 - EM - TKOV",,,"HK - Project - J2207 - EM - TKOV","8","21/10/2016 19:04:42"
"HKKWN200","Team-E1","Team-E1@wsp.com","Team-E1","CN=Chick\, Kin-Nin (chick.kn),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","Team E1","Team-E1","8","25/6/2020 12:31:59"
"HKKWN200","WSP-2514129A-Blue-ICT-DST-1-1380472382","WSP-2514129A-Blue-ICT-DST@wsp.com","WSP-2514129A-Blue-ICT-DST","CN=Cheung\, Alex (cheung.alex),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-2514129A-Blue-ICT-DST","8","8/10/2021 11:00:24"
,"WSP-MEP-URA-KC017","WSP-MEP-URA-KC017@wsp.com","WSP-MEP-URA-KC017","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","SCTASK0464478","HK - Project - MEP-URA KC017","-2147483640","16/6/2023 12:33:07"
"HKKWN200","HK-TI-PF","HK-TI-PF@wsp.com","HK-TI-PF","CN=SVC-GLB-SNItHub-PROD,OU=SVC Users,OU=_Resource Mgmt,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK-TI-PF","8","29/2/2024 22:00:15"
"HKKWN200","WSPS-MOS86B-FB-1-2088804636","WSPS-MOS86B-FB@wsp.com","WSPS-MOS86B-FB","CN=Chan\, Maverick (Chan.Maverick),OU=Disabled Users,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSPS-MOS86B-FB","8","8/6/2021 11:29:07"
"HKKWN200","2502480A-Hero-MEP","Hero-MEP@wsp.com","2502480A-Hero-MEP","CN=Lee\, Anson (lee.anson),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","2502480A-Hero-MEP","Hero-MEP","8","4/12/2020 17:22:28"
"HKKWN200","HK - Project - J2754 - EM(Holiday Inn Golden Mile Hotel)","WSPJ2754EM@WSPGroup.com.hk","HK - Project - J2754 - EM(Holiday Inn Golden Mile Hotel)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2754 - EM(Holiday Inn Golden Mile Hotel)","8","21/10/2016 19:07:53"
"HKKWN200","EMSD-1F-6FReno-PM","EMSD-1F-6FReno-PM@wsp.com","EMSD-1F-6FReno-PM","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","EMSD-1F-6FReno-PM","EMSD-1F-6FReno-PM","8","12/3/2019 15:36:48"
"HKKWN200","GRP-HK-2513188A","GRP-HK-2513188A@wsp.com","GRP-HK-2513188A","CN=Yeung\, Joyce (Joyce.Yeung),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","display Name: LTA SG SA & EMC CR3009
allow internal and external can send to this email","LTA SG SA & EMC CR3009","8","16/1/2023 9:15:30"
"HKKWN200","GRP-HK-2512241A-1-1526596833","GRP-HK-2512241A@wsp.com","GRP-HK-2512241A","CN=Yu\, Winnie (HKWY738585),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"GRP-HK-2512241A","8","25/4/2022 15:45:31"
"HKKWN200","Asia-HKG-2520168A","Asia-HKG-2520168A@pbworld.com","Asia-HKG-2520168A","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"Asia-HKG-2520168A","8","23/12/2014 15:24:10"
"HKKWN200","HK - Project - J2140 - EM","WSPJ2140EM@WSPGroup.com.hk","HK - Project - J2140 - EM",,,"HK - Project - J2140 - EM","8","21/10/2016 19:04:35"
"HKKWN200","SG-TNI-TD-Above","SG-TNI-TD-Above@wsp.com","SG-TNI-TD-Above",,,"SG-TNI-TD-Above","8","22/12/2021 10:22:13"
"HKKWN200","HK - Project - WH50263A - BS(Kln District Area)","wspWH50263ABS@wsp.com","HK - Project - WH50263A - BS(Kln District Area)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK - Project - WH50263A - BS(Kln District Area)","HK - Project - WH50263A - BS(Kln District Area)","8","7/11/2018 9:43:09"
"HKKWN200","WSP-AmClub-Site","WSP-AmClub-Site@pbworld.com","WSP-AmClub-Site","CN=Tsai\, Cary (tsai.cary),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","WSP-AmClub-Site","WSP-AmClub-Site","8","19/9/2017 13:54:17"
"HKKWN200","CN - Project - WP63064 - FC","wspwp63064fc@wspgroup.com.cn","CN - Project - WP63064 - FC",,"CN - Project - WP63064 - FC(HAIKOU MEILAN AIRPORT)","CN - Project - WP63064 - FC","8","4/2/2017 10:50:54"
"HKKWN200","WSPPB-SOGO-MEP","WSPPB-SOGO-MEP@pbworld.com","WSPPB-SOGO-MEP",,"WSPPB-SOGO-MEP","WSPPB-SOGO-MEP","8","8/2/2017 19:03:29"
"HKKWN200","WSPWH50362ABS","WSPWH50362ABS@wsp.com","HK - Project - WH50362A - BS (HKHA-Kwok Shui Rd)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - WH50362A - BS (HKHA-Kwok Shui Rd)","8","24/6/2024 16:24:01"
"HKKWN200","Asia-HKG-2520234A-GS","Asia-HKG-2520234A-GS@wsp.com","Asia-HKG-2520234A-GS","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","Asia-HKG-2520234A-GS","Asia-HKG-2520234A-GS","8","9/5/2018 16:14:58"
"HKKWN200","HK - Project - NEAS.EM","NEAS.EM@WSPGroup.com.hk","HK - Project - NEAS.EM",,,"HK - Project - NEAS.EM1","8","21/10/2016 19:12:52"
"HKKWN200","HK - Project - J2510 - EM - 007","WSPJ2510EM007@WSPGroup.com.hk","HK - Project - J2510 - EM - 007","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2510 - EM - 007","8","21/10/2016 19:06:07"
"HKKWN200","2502567A-NinaTower","2502567A-NinaTower@wsp.com","2502567A-NinaTower","CN=SVC-GLB-SNItHub-PROD,OU=SVC Users,OU=_Resource Mgmt,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"2502567A-NinaTower","8","4/3/2024 18:01:18"
"HKKWN200","HK - Hong Kong - BIM External","BIM.hk@wsp.com","HK - Hong Kong - BIM External",,,"HK - Hong Kong - BIM External","8","21/10/2016 19:03:48"
"HKKWN200","PBA_HKBU_AA-1213","PBA_HKBU_AA-1213@pbworld.com","PBA_HKBU_AA-1213",,,"PBA_HKBU_AA-1213","8","25/6/2012 15:12:37"
"HKKWN200","hkg-2512195A-CE68","hkg-2512195A-CE68@wsp.com","hkg-2512195A-CE68","CN=Wong\, Winifred (Winifred.Wong),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"CE68/2018 PED LINK PO HONG TKO","8","11/9/2019 15:26:09"
"HKKWN200","WSPCSG-TamarExt-siteproject","WSPCSG-TamarExt-siteproject@wsp.com","WSPCSG-TamarExt-siteproject","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSPCSG-TamarExt-siteproject","8","20/3/2023 14:08:27"
"HKKWN200","2502485A_SZSHQ_TC","2502485A_SZSHQ_TC@wsp.com","2502485A_SZSHQ_TC",,,"2502485A_SZSHQ_TC","8","26/2/2021 11:10:26"
